Ref,CharDate,Character,CharNote,CDate,UDate,CName,UName
231,,386,"Lives at Felpersham","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
232,,387,"Lives at Glebelands","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
233,,390,"Lives at Borchester","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
234,,392,"Lives in Felpersham","02/09/99 00:00:00","04/01/99 10:31:43","DataEase","fishec50"
235,,394,"Lives at Grey Gables Lodge","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
236,,397,"Lives at Arkwright Hall","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
237,,399,"Lives at Hebden & Gupta Solicitors","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
238,,402,"Lives at Felpersham","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
239,,404,"Lives at Meadow Farm","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
240,,412,"Lives at Dead And Gone","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
241,,413,"Lives at Dead And Gone","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
242,,414,"Lives at Dead And Gone","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
243,,415,"Lives at Dead And Gone","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
244,,416,"Lives at Borchester","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
245,,417,"Lives at Dead And Gone","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
246,,419,"Lives at Willow Farm","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
247,,421,"Lives at Home Farm","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
248,,422,"Lives at Brookfield Farm","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
249,,423,"Lives at Waterley Cross","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
250,,424,"Lives at The Cat And Fiddle","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
251,,425,"Lives at Manorfield Close","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
252,,429,"Lives at Honeysuckle Cottage","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
253,,430,"Lives at Ambridge","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
254,,435,"Lives at Ambridge Hall","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
255,,436,"Lives at Borchester","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
258,,440,"Lives at Waterley Cross","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
259,,441,"Lives at Dead And Gone","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
260,,442,"Lives at Felpersham","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
261,,443,"Lives at Waterley Cross","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
263,,462,"Lives at Arkwright Hall","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
264,,466,"Lives at Borchester","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
266,,480,"Lives at Penny Hassett","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
267,,481,"Lives at Dead And Gone","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
269,,486,"Lives at Grange Farm","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
270,,488,"Lives at Brookfield Bungalow","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
271,,490,"Lives at Borchester","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
272,,491,"Lives at Glebe Cottage","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
273,,492,"Lives at Grange Farm","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
274,"04/02/98 00:00:00",495,"Lives at Home Farm Cottages - moved out","02/09/99 00:00:00","10/03/01 12:24:12","DataEase","fishec50"
275,,498,"Lives at Glebelands","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
276,,502,"Lives at Hollerton","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
277,,509,"Lives at Darrington","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
278,,513,"Lives at Home Farm Cottages","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
279,,515,"Lives at Waterley Cross","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
280,,516,"Lives at Borchester","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
281,,519,"Lives at Valley Farm","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
283,,2,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
284,,5,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
285,,9,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
286,,10,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
287,,13,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
288,,14,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
290,,18,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
291,,19,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
292,,22,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
293,,28,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
294,,45,"Religion None - eyes and Hair Brown","02/09/99 00:00:00","08/23/06 15:22:16","DataEase","fishec50"
295,,47,"Religion Christian (R/C)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
296,,53,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
297,,59,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
298,,61,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
299,,76,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
300,,78,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
301,,81,"Religion Hindu","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
302,,84,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
303,,89,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
304,,90,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
305,,96,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
306,,101,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
307,,102,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
308,,103,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
309,,104,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
310,,106,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
311,,107,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
312,,108,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
313,,109,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
314,,111,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
315,,115,"Religion Unknown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
316,,130,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
317,,142,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
318,,146,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
319,,165,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
320,,175,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
321,,176,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
322,,178,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
323,,189,"Religion Non-conformist","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
324,,233,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
325,,285,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
326,,295,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
327,,296,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
328,,366,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
329,,412,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
330,,413,"Religion Christian (CofE)","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
331,,3,"Eyes Blue","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
332,,9,"Eyes Blue","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
333,,13,"Eyes Blue","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
335,,50,"Eyes Blue","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
336,,51,"Eyes Blue","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
337,,77,"Eyes Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
338,,81,"Eyes Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
339,,119,"Eyes Blue","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
340,,153,"Eyes Blue","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
341,,234,"Eyes Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
342,,377,"Eyes Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
344,,3,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
345,,5,"Hair Blond - tall","02/09/99 00:00:00","12/06/06 12:00:30","DataEase","fishec50"
346,,9,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
347,,10,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
348,,13,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
350,,16,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
351,,18,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
352,,31,"Hair Red","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
353,,38,"Hair Red","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
355,,76,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
356,,78,"Hair Black","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
357,,80,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
358,,81,"Hair Black","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
359,,89,"Hair Black","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
360,,103,"Hair Black","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
361,,119,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
362,,127,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
363,,135,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
364,,140,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
365,,142,"Hair Red","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
366,,162,"Hair Red","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
368,,373,"Hair Red","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
369,,376,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
370,,377,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
371,,405,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
372,,488,"Hair Blond","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
373,,503,"Hair Brown","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
374,,1,"First Appeared 14/03/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
375,,2,"First Appeared 29/09/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
377,,5,"First Appeared 18/09/59","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
378,,9,"First Appeared 01/09/51","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
379,,10,"First Appeared 28/04/84","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
380,,13,"First Appeared 21/04/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
381,,14,"First Appeared 22/02/84","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
382,,15,"First Appeared 01/01/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
383,,16,"First Appeared 05/10/87","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
384,,17,"First Appeared 08/08/58","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
385,,18,"First Appeared 09/07/57","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
386,,19,"First Appeared 01/01/51","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
387,,20,"First Appeared 02/07/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
388,,21,"First Appeared 15/07/87","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
389,,22,"First Appeared 17/02/93","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
391,,25,"First Appeared 16/08/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
392,,27,"First Appeared 21/03/83","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
393,,28,"First Appeared 01/01/51","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
394,,29,"First Appeared 04/04/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
395,,30,"First Appeared 13/01/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
396,,31,"First Appeared 21/07/83","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
397,,32,"First Appeared 06/04/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
398,,33,"First Appeared 01/02/51","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
399,,35,"First Appeared 11/06/81","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
400,,36,"First Appeared 30/03/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
401,,38,"First Appeared 22/10/87","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
403,"09/04/62 00:00:00",48,"First Appeared 04/09/62: Jack buys Grey Gables Country Club and will turn it into an exclusive Holiday Centre for tired business exectives.","02/09/99 00:00:00","04/16/99 16:52:07","DataEase","fishec50"
404,"01/01/51 00:00:00",49,"First Appeared 01/01/51 Peggy was in the first episode","02/09/99 00:00:00","01/19/01 16:34:49","DataEase","fishec50"
405,,50,"First Appeared 22/06/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
406,,51,"First Appeared 07/08/84","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
407,,52,"First Appeared 03/04/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
409,,57,"First Appeared 09/08/84","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
410,"01/01/51 00:00:00",58,"First Appeared 01/01/51","02/09/99 00:00:00","06/10/99 15:12:40","DataEase","fishec50"
411,,59,"First Appeared 06/06/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
412,,60,"First Appeared 10/05/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
413,,61,"First Appeared 06/06/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
414,,64,"First Appeared 01/01/51","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
415,,77,"First Appeared 10/09/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
416,,79,"First Appeared 24/03/70","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
417,,80,"First Appeared 09/02/83","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
418,,81,"First Appeared 25/09/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
419,,83,"First Appeared 28/07/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
420,,89,"First Appeared 26/05/80","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
421,,90,"First Appeared 08/08/58","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
422,,91,"First Appeared 20/05/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
423,,92,"First Appeared 15/09/66 Higgs has got big feet.","02/09/99 00:00:00","05/11/99 12:20:44","DataEase","fishec50"
424,,93,"First Appeared 16/07/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
425,,95,"First Appeared 31/12/92","02/09/99 00:00:00","04/12/01 16:26:15","DataEase","fishec50"
426,,96,"First Appeared 18/11/87","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
427,"05/01/91 00:00:00",97,"First Appeared - Caught trespassing in the Country Park.  Son of Bert and Ivy","02/09/99 00:00:00","06/16/04 10:29:09","DataEase","fishec50"
428,,99,"First Appeared 30/01/84","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
429,,101,"First Appeared 28/06/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
430,,103,"First Appeared 01/02/80","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
431,,104,"First Appeared 04/08/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
432,,106,"First Appeared 05/03/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
433,,107,"First Appeared 23/08/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
434,,108,"First Appeared 05/09/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
435,,111,"First Appeared 18/11/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
436,,114,"First Appeared 12/12/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
437,,115,"First Appeared 27/11/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
438,,116,"First Appeared 17/04/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
439,,117,"First Appeared 27/06/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
440,,120,"First Appeared 13/05/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
441,,121,"First Appeared 13/03/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
442,,122,"First Appeared 18/03/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
443,,123,"First Appeared 09/07/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
444,,124,"First Appeared 15/09/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
445,,125,"First Appeared 26/08/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
