Ref,Storyline,Comments,CDate,UDate,CName,UName
234,"Birth of Elizabeth","Elizabeth was born 21 April 1967. She was born with a heart condition.","04/06/99 15:27:53","04/06/99 15:28:54","fishec50","fishec50"
235,"Rubber floor at The Stables",,"04/07/99 12:30:52","04/07/99 12:30:53","fishec50","fishec50"
236,"Church Bells",,"04/07/99 12:32:01","04/07/99 12:32:01","fishec50","fishec50"
237,"Grey Gables Dog weekend",,"04/07/99 12:54:07","04/07/99 12:54:07","fishec50","fishec50"
238,"Jack Woolley and Peggy's wedding",,"04/07/99 16:07:33","05/16/07 10:39:33","fishec50","fishec50"
239,"Death of Mrs Barraclough",,"04/13/99 12:51:26","05/20/99 10:20:08","fishec50","fishec50"
240,"G.M.O. Crops",,"04/15/99 16:08:14","08/18/03 17:03:17","fishec50","fishec50"
241,"Lower Loxley Art",,"04/15/99 17:22:53","11/26/13 14:44:51","fishec50","fishec50"
242,"Julia's true background.",,"04/19/99 12:39:56","04/19/99 12:39:57","fishec50","fishec50"
243,"Wild boar",,"04/19/99 15:15:53","04/19/99 15:15:54","fishec50","fishec50"
244,"Point to point",,"04/20/99 12:40:08","04/20/99 12:40:08","fishec50","fishec50"
246,"Ambridge, An English Village through the Ages",,"04/20/99 15:27:06","04/20/99 15:27:06","fishec50","fishec50"
247,"Brian and Caroline The affair",,"04/20/99 17:26:27","04/20/99 17:26:27","fishec50","fishec50"
248,"Jubilee 2000",,"04/21/99 09:42:53","04/21/99 09:42:53","fishec50","fishec50"
249,"Daniel's Education",,"04/21/99 09:43:42","04/21/99 09:43:42","fishec50","fishec50"
251,"Hayley's work","The follow on story from Hayley, Tommy and the pigs.","04/23/99 10:07:54","04/23/99 10:07:54","fishec50","fishec50"
252,"Elizabeth's pregnancy","Lizzie and Nigel make love on 7/4/99","04/23/99 15:38:03","05/15/09 11:51:16","fishec50","fishec50"
253,"Helen works in the Bridge Farm dairy","HACCP -  Hazard Analysis Critical Control Point","04/26/99 17:04:57","04/26/99 17:04:57","fishec50","fishec50"
254,"Lynda gets oily",,"04/27/99 15:10:55","04/27/99 15:10:55","fishec50","fishec50"
257,"Line Dancing",,"05/11/99 14:33:27","05/11/99 14:33:27","fishec50","fishec50"
258,"Jennifer and Roger",,"05/11/99 16:39:21","05/11/99 16:39:21","fishec50","fishec50"
259,"Richard on The Move",,"05/11/99 16:43:41","05/11/99 16:43:41","fishec50","fishec50"
260,"Quiz Nights at The Bull",,"05/11/99 17:00:39","05/11/99 17:00:40","fishec50","fishec50"
262,"Remembrance Day",,"05/13/99 10:14:13","08/18/04 17:15:45","fishec50","fishec50"
263,"Brian makes a pass at Betty",,"05/14/99 14:44:43","05/14/99 14:44:43","fishec50","fishec50"
264,"Jennifer's Pregnancy",,"05/14/99 14:56:47","05/14/99 14:56:48","fishec50","fishec50"
265,"Live export of animals",,"05/14/99 16:03:08","05/14/99 16:03:09","fishec50","fishec50"
267,"Alice's Nanny",,"05/14/99 17:16:03","06/05/03 17:40:14","fishec50","fishec50"
268,"Borchester by pass",,"05/14/99 17:30:27","07/26/11 14:39:42","fishec50","fishec50"
269,"Tree Warden",,"05/17/99 10:52:52","05/17/99 10:52:52","fishec50","fishec50"
270,"Farmers' Market","Also see: Adam at Home Farm: Home Farm Venison","05/17/99 10:55:17","06/24/03 13:14:33","fishec50","fishec50"
271,"Black Woodpecker",,"05/17/99 14:45:51","05/17/99 14:45:52","fishec50","fishec50"
272,"Rogation Sunday","Rogation Sunday early May when the they beat the bounds of Ambridge Parish.","05/17/99 15:47:48","05/17/99 15:48:54","fishec50","fishec50"
273,"Race horses",,"05/18/99 14:35:44","05/18/99 14:35:44","fishec50","fishec50"
274,"Peggy and Godfrey",,"05/18/99 15:52:42","05/18/99 15:52:42","fishec50","fishec50"
275,"Royal Show",,"05/18/99 16:32:39","05/18/99 16:32:39","fishec50","fishec50"
276,"David and Ruth at Home Farm",,"05/19/99 10:53:42","10/13/10 14:22:36","fishec50","fishec50"
277,"Kate a problem child",,"05/19/99 11:21:16","05/19/99 11:21:16","fishec50","fishec50"
278,"Peggy and Jack Woolley",,"05/19/99 11:37:19","04/02/09 10:14:09","fishec50","fishec50"
279,"Sharon's Pregnancy",,"05/19/99 11:39:06","05/19/99 11:39:06","fishec50","fishec50"
280,"Florrie Hoskins / The Body in The Village pond",,"05/19/99 12:08:06","05/19/99 12:08:06","fishec50","fishec50"
282,"Home Farm Venison","Also see: Adam at Home Farm: Farmer's market","05/19/99 12:48:23","06/24/03 12:58:51","fishec50","fishec50"
283,"Holiday",,"05/19/99 13:10:37","06/26/08 11:16:11","fishec50","fishec50"
284,"New Year",,"05/19/99 14:58:08","05/19/99 14:58:08","fishec50","fishec50"
285,"Death of Mrs P",,"05/19/99 15:20:07","05/19/99 15:20:07","fishec50","fishec50"
286,"Home Farm Diversification",,"05/19/99 15:37:30","07/15/09 14:42:53","fishec50","fishec50"
287,"Pru's health",,"05/19/99 17:30:32","05/19/99 17:30:32","fishec50","fishec50"
289,"Divali",,"05/24/99 15:29:48","01/06/10 17:05:47","fishec50","fishec50"
290,"Kate names her baby",,"05/24/99 15:36:33","06/05/03 17:41:01","fishec50","fishec50"
291,"Millennium Wood",,"05/24/99 15:47:12","11/16/12 16:39:27","fishec50","fishec50"
292,"Farm Walks / open days",,"05/24/99 15:50:56","09/22/09 10:27:34","fishec50","fishec50"
293,"Leisure complex on Borchester land estate",,"05/24/99 17:18:50","05/24/99 17:18:51","fishec50","fishec50"
294,"Glebelands development",,"05/26/99 11:34:19","02/02/05 11:54:13","fishec50","fishec50"
295,"Bridge Farm goes organic",,"05/28/99 11:15:48","05/28/99 11:15:49","fishec50","fishec50"
296,"Grange Farm Cider",,"05/28/99 11:29:09","05/28/99 11:29:09","fishec50","fishec50"
297,"Halloween",,"05/28/99 11:40:26","05/28/99 11:40:26","fishec50","fishec50"
298,"Vicarage Holidays",,"05/28/99 17:32:48","05/28/99 17:32:49","fishec50","fishec50"
300,"Education",,"06/11/99 17:15:02","04/24/06 16:31:46","fishec50","fishec50"
301,"Jack Woolley's retirement",,"06/16/99 17:01:28","06/16/99 17:01:28","fishec50","fishec50"
302,"Love Life",,"06/21/99 15:53:51","06/21/99 15:53:51","fishec50","fishec50"
303,"Greening of Brookfield",,"06/21/99 16:17:35","06/21/99 16:17:35","fishec50","fishec50"
304,"Mink",,"06/22/99 17:13:27","06/22/99 17:13:27","fishec50","fishec50"
305,"Phil and Jill move from Brookfield","Also see ""Brookfield inheritance""  and Move  - The Ambridge House swap","06/23/99 15:44:40","03/27/01 15:54:32","fishec50","fishec50"
306,"Mike's accident to his eye",,"06/23/99 17:28:37","06/23/99 17:28:37","fishec50","fishec50"
307,"Shula at the stables",,"07/01/99 11:36:26","03/27/09 11:22:45","fishec50","fishec50"
308,"Milk Tank Mystery - B.S.T",,"07/07/99 10:51:40","07/18/06 11:55:44","fishec50","fishec50"
309,"Lilian and Nick",,"07/07/99 11:22:57","07/07/99 11:22:57","fishec50","fishec50"
310,"Siobhan's miscarriage",,"07/07/99 15:30:25","07/07/99 15:30:25","fishec50","fishec50"
311,"Father's Day",,"07/09/99 15:48:43","07/09/99 15:48:44","fishec50","fishec50"
312,"Jack's 80th",,"08/09/99 16:29:44","08/09/99 16:29:44","fishec50","fishec50"
313,"George's Long service medal","George first came to Ambridge in 1973, when he had been working for Lord Netherbourne, as a keeper, for ""a number of years"".
George was unhappy, he had made a bad choice in his marriage and a bad  choice in his first career. He left the police when he was in his late 20’s, his marriage to Ellen was already difficult. Ellen did her best to save their marriage (partly because she was a Roman Catholic) their Son Terry was born in 1960 and his sister in Karen in 1962.  But their relationship seemed doomed from the start. 
George became a keeper when he was almost 30 and he is just about to take retirement at the age of 70.","08/09/99 17:09:20","11/04/04 15:50:15","fishec50","fishec50"
314,"Hymn books",,"08/10/99 15:49:58","08/10/99 15:49:58","fishec50","fishec50"
316,"Lynda's Drive carefully campaign",,"08/23/99 15:45:12","08/23/99 15:45:12","fishec50","fishec50"
317,"George's retirement",,"08/24/99 10:15:53","08/24/99 10:15:53","fishec50","fishec50"
318,"Bridge Farm Dairy","Flavours of ice cream that have been produced by Bridge Farm - some will have been discontinued: 
Vanilla, Strawberry, Chocolate, Pistachio, Honeycomb, Chocolate chip, Christmas pudding, Black Cherry, Peach, Blueberry, Pralines and cream, Toffee and Pecan, Honey and Ginger, and Elderflower and Gooseberry.","08/24/99 10:24:50","09/08/11 17:43:42","fishec50","fishec50"
319,"Lower Loxley New Look",,"08/24/99 14:49:15","08/24/99 14:49:15","fishec50","fishec50"
320,"Hayley's Move",,"08/25/99 10:17:24","08/25/99 10:17:25","fishec50","fishec50"
321,"Neil's Hens",,"08/27/99 16:17:49","08/27/99 16:17:49","fishec50","fishec50"
322,"Sale of Blossom Hill Cottage",,"08/27/99 16:28:25","02/19/08 10:23:19","fishec50","fishec50"
323,"Shula and Nigel",,"08/27/99 17:05:37","04/15/11 16:59:24","fishec50","fishec50"
325,"Wedding anniversary",,"09/02/99 14:16:23","09/02/99 14:16:23","fishec50","fishec50"
327,"Valentine's Day",,"09/03/99 10:13:12","09/03/99 10:21:58","fishec50","fishec50"
328,"Topical Insert",,"09/03/99 17:28:45","09/03/99 17:28:46","fishec50","fishec50"
329,"Clarrie's competitions",,"09/07/99 17:28:01","09/07/99 17:28:01","fishec50","fishec50"
330,"Kenton and Mel",,"09/10/99 12:12:36","09/10/99 12:12:36","fishec50","fishec50"
331,"Tom Forrest and Pru at The Laurels",,"09/10/99 12:34:52","02/20/06 12:13:19","fishec50","fishec50"
333,"Phil's hip",,"09/13/99 14:30:03","09/13/99 14:30:03","fishec50","fishec50"
334,"Julia and Lewis",,"09/14/99 11:50:37","09/14/99 11:50:38","fishec50","fishec50"
335,"The Eclipse","Kate went to Cornwall - Shula, Alistair and Daniel in France - Susan, Betty, Sid, Mike, Tommy and Kirsty in Ambridge","09/14/99 15:53:24","09/30/99 15:15:32","fishec50","fishec50"
336,"Brookfield Pigs",,"09/29/99 17:19:32","09/29/99 17:19:33","fishec50","fishec50"
337,"Sid and Jolene",,"09/30/99 11:49:55","09/30/99 11:49:55","fishec50","fishec50"
339,"Debbie and Richard",,"10/04/99 13:04:44","08/23/06 10:39:35","fishec50","fishec50"
340,"Death of Martha Woodford",,"10/04/99 15:18:15","04/04/06 12:36:33","fishec50","fishec50"
341,"Shula and Mark",,"10/04/99 15:23:34","10/04/99 15:23:34","fishec50","fishec50"
342,"Jill's hens",,"10/04/99 15:34:13","10/04/99 15:34:13","fishec50","fishec50"
343,"Dispersal sale",,"10/04/99 17:10:29","10/04/99 17:10:30","fishec50","fishec50"
345,"Brenda at Radio Borsetshire",,"10/06/99 10:16:22","10/06/99 10:16:22","fishec50","fishec50"
347,"stolen cars",,"10/06/99 12:17:22","10/06/99 12:17:23","fishec50","fishec50"
348,"Ambridge Farmers","Brookfield, Allard's Farm and Barratt's Farm formed a co-operative venture which started operating in April 1961 under the name Ambridge Dairy Farmers.  Phil took over Allard's Farm in August 1962 and  the three farms were fully incorporated into Ambridge Farmers a month later.","10/11/99 16:23:04","05/12/00 14:36:09","fishec50","fishec50"
349,"David and Ruth's wedding",,"10/13/99 16:47:46","10/13/99 16:47:47","fishec50","fishec50"
350,"Millennium",,"10/14/99 13:48:42","10/14/99 13:48:43","fishec50","fishec50"
353,"Christine and George",,"10/15/99 12:32:44","10/15/99 12:32:45","fishec50","fishec50"
354,"Hedgehogs",,"10/21/99 16:46:26","04/11/02 12:56:32","FISHEC50","fishec50"
355,"LandMark Trust","Jack has agreed a lease of 125 years charging a peppercorn rent.","10/21/99 17:05:04","07/15/05 11:30:17","FISHEC50","fishec50"
356,"Tom's Sausages","See Bridge Farm sausages and Gourmet Grills.
2009: Tom is milking Sunday, Wednesday and Friday - Wednesday  Veg box - Monday and Thursday: Sausages.
Always worth checking the word ""sausages"" as there are several storylines that cover both John's and Tom’s pigs.","10/27/99 16:26:38","11/10/11 11:32:41","FISHEC50","fishec50"
357,"Dashing Duchess",,"11/04/99 12:57:19","11/04/99 12:57:19","FISHEC50","FISHEC50"
358,"Aunt Hilda's money",,"11/11/99 14:28:20","11/11/99 14:28:21","FISHEC50","FISHEC50"
359,"Grange Farm move to France",,"11/11/99 15:20:37","11/11/99 15:20:37","FISHEC50","FISHEC50"
362,"Robert's Bankruptcy","See Lynda at Grey Gables","11/15/99 10:15:02","11/08/05 11:05:27","FISHEC50","fishec50"
363,"Mike's Bankruptcy",,"11/15/99 10:40:42","11/15/99 10:40:43","FISHEC50","FISHEC50"
364,"T.B at Willow Farm",,"11/15/99 11:53:39","03/22/04 12:21:39","FISHEC50","fishec50"
365,"Children In Need",,"11/25/99 17:01:40","11/25/99 17:01:41","fishec50","fishec50"
366,"Church Clock",,"11/26/99 12:36:13","11/26/99 12:36:16","fishec50","fishec50"
368,"Snails",,"11/26/99 14:33:07","11/26/99 14:33:07","fishec50","fishec50"
369,"Christening",,"11/29/99 10:27:23","11/29/99 10:27:24","fishec50","fishec50"
370,"Jill's thyroid problems",,"11/29/99 11:49:25","11/29/99 11:49:26","fishec50","fishec50"
371,"Elizabeth's heart problems","Elizabeth has to have her batteries changed every five years: 2011, 2016, 2021....","11/29/99 11:50:59","04/20/11 16:51:57","fishec50","fishec50"
372,"Shula and Neil",,"11/29/99 12:25:09","11/29/99 12:25:10","fishec50","fishec50"
373,"Clive and Sharon",,"11/29/99 15:41:06","11/29/99 15:41:06","fishec50","fishec50"
375,"Eddie and Clarrie's romance",,"12/07/99 10:06:12","12/07/99 10:06:13","fishec50","fishec50"
376,"W.I.","Ambridge branch of the WI was founded in 1927","12/07/99 10:39:01","12/16/08 14:50:42","fishec50","fishec50"
377,"Production - Euro. Concert","In the year of the town twinning Lynda suggested doing a euro concert but she was also trying to produce a pantomime. It all proved too much and in the end the only production in Ambridge was the remains of the euro concert turned into a Christmas concert by Jill. The pantomime delayed was eventually performed as a fund raiser after the tragic death of Mark Hebden","12/07/99 11:28:40","07/11/11 14:51:38","fishec50","fishec50"
378,"Grange Farm bathrooms",,"12/07/99 11:31:42","05/19/09 10:50:08","fishec50","fishec50"
379,"Posset Pot",,"12/07/99 16:26:32","12/07/99 16:26:32","fishec50","fishec50"
380,"Joe and Marjorie",,"12/07/99 16:57:51","12/07/99 16:57:52","fishec50","fishec50"
381,"Production - Rural Reminiscences",,"12/07/99 17:19:22","08/27/03 15:58:32","fishec50","fishec50"
382,"Sheep dipping",,"12/07/99 17:32:49","12/07/99 17:32:49","fishec50","fishec50"
383,"Christingle",,"12/08/99 15:13:56","12/08/99 15:13:56","fishec50","fishec50"
384,"Parish magazine","Comes out monthly","12/09/99 16:16:42","01/18/07 11:09:10","fishec50","fishec50"
385,"Borchester Primestock Show",,"12/13/99 12:20:55","12/13/99 12:21:29","fishec50","fishec50"
387,"Cattle Rustling",,"12/15/99 12:52:45","12/15/99 12:52:45","fishec50","fishec50"
388,"Over 60s",,"12/15/99 13:13:20","12/08/09 16:27:20","fishec50","fishec50"
389,"Antique Ring",,"12/15/99 15:20:25","12/15/99 15:20:25","fishec50","fishec50"
390,"Kathy, Sid and Dave",,"12/15/99 16:32:43","12/15/99 16:32:43","fishec50","fishec50"
391,"Golf",,"01/11/00 16:33:01","01/11/00 16:33:02","fishec50","fishec50"
392,"Best Kept Village","Also see Florrie Hoskins","01/12/00 12:55:47","10/17/08 15:25:07","fishec50","fishec50"
393,"Roy the full time father",,"01/14/00 15:43:40","01/14/00 15:43:46","fishec50","fishec50"
394,"Character details",,"01/18/00 10:20:44","01/18/00 10:20:44","fishec50","fishec50"
395,"Roy and Hayley",,"01/20/00 12:09:29","01/20/00 12:09:29","fishec50","fishec50"
396,"Gardening",,"02/07/00 15:25:06","02/07/00 15:52:16","fishec50","fishec50"
397,"Farmer's  Choice",,"02/07/00 15:53:12","02/07/00 15:53:59","fishec50","fishec50"
399,"Neil's Pigs at Willow Farm",,"02/08/00 16:36:28","02/08/00 16:36:29","fishec50","fishec50"
400,"Oxford Farming Conference",,"02/08/00 16:37:42","02/08/00 16:37:43","fishec50","fishec50"
401,"countryside march",,"02/16/00 14:03:01","02/16/00 14:03:02","fishec50","fishec50"
402,"Producers choice",,"02/16/00 14:03:19","02/16/00 14:03:19","fishec50","fishec50"
403,"Marjorie and Guy",,"02/22/00 16:08:42","02/22/00 16:08:42","fishec50","fishec50"
404,"NSPCC - Fashion Show at Grey Gables",,"02/23/00 10:29:11","02/23/00 10:29:11","fishec50","fishec50"
405,"Death of Doris Archer",,"03/03/00 10:09:02","04/04/06 12:37:28","fishec50","fishec50"
406,"Death of Dan Archer",,"03/03/00 10:47:21","04/04/06 12:37:21","fishec50","fishec50"
407,"Eddie and Jolene",,"03/08/00 11:20:39","03/08/00 11:20:40","fishec50","fishec50"
408,"Guy's accident",,"03/08/00 11:28:52","03/08/00 11:28:53","fishec50","fishec50"
409,"Christine's bad back - retirement",,"03/08/00 15:10:50","03/08/00 15:10:50","fishec50","fishec50"
411,"Squatters",,"03/14/00 15:38:58","09/12/12 11:24:14","fishec50","fishec50"
412,"Simon's sexual harassment case",,"03/14/00 17:04:23","03/14/00 17:04:23","fishec50","fishec50"
413,"Brookfield inheritance story","Also see  Phil and Jill move from Brookfield","03/20/00 10:38:36","03/20/00 10:42:51","fishec50","fishec50"
414,"Lent",,"03/20/00 10:58:31","03/20/00 10:58:31","fishec50","fishec50"
415,"Pancake Day",,"03/20/00 10:59:23","03/20/00 10:59:24","fishec50","fishec50"
416,"Grundys leave Grange Farm","See Grange Farm Money troubles","03/20/00 11:52:06","01/25/13 13:06:52","fishec50","fishec50"
419,"Sid and Polly",,"03/31/00 15:12:30","03/31/00 15:12:31","fishec50","fishec50"
